0.15897748,0.24666816,0.20452483,0.223808,0.15528475,-0.1675413,-0.038015164,0.07413625
-0.009553218,-0.005191132,-0.058420423,-0.09684137,-0.19787052,-0.29656336,-0.1516181,-0.26045182
0.020562008,0.07073348,0.0803563,0.021289589,0.13627966,-0.039236892,0.06969398,-0.0912861
-0.01399839,0.06637956,0.035153653,-0.048722483,0.06345699,0.16226538,0.029467568,0.10096654
8.9697336e-05,-0.00017906736,-2.0611957e-05,-0.00012528575,0.00018248656,0.00012672806,-0.0001179041,-4.6084174e-06
-0.0060242186,0.0035786114,-0.037045103,-0.03013612,-0.13838987,-0.14759213,-0.033726584,-0.18083477
0.26774108,0.043023776,0.23794259,-0.08597223,0.040191498,-0.00969935,0.06056171,-0.0005788689
0.025333658,-0.009798944,-0.038704433,-0.030402102,0.29482463,0.27925,0.37314183,0.19912437
-0.078105435,-0.085667886,-0.048472393,-0.08780921,-0.16555487,-0.17144924,-0.07889988,-0.1959853
0.015851796,0.01781113,-0.012417633,0.038497996,0.18080318,0.14256376,0.06770038,-0.017558578
0.1273924,0.13476796,0.05381733,0.06625879,-0.06526955,-0.060646728,-0.031555396,-0.071500495
0.15609947,0.040021595,0.03939142,-0.031694107,-0.06307223,-0.14039077,-0.024741648,-0.13517423
0.054496758,0.06952594,0.04223022,0.045507886,-0.09349707,-0.04746798,-0.055107106,-0.074404135
0.06152595,0.083427265,-0.05688879,-0.0014384426,-0.24055651,-0.27085257,-0.0668205,-0.056850538
0.18802013,0.12297193,-0.049669832,0.09136618,0.12645392,0.20440836,0.016847493,0.112147875
0.00013894228,-0.008422772,-0.030029785,-0.04738937,-0.04643373,-0.0785148,-0.027306182,-0.06964476
0.030939851,-0.0326505,0.072743975,0.0024015482,0.13743326,0.2312881,0.3615857,0.26179644
0.05583987,0.12581944,0.062339462,0.22135949,0.03889282,-0.08849074,-0.055933587,-0.087582566
0.014697343,0.0104666455,0.013985684,0.014338665,-2.1079351e-05,0.0024575603,-0.008703898,-0.0023965833
0.16488852,0.030485008,-0.015377186,0.0761197,0.0065531125,-0.15380715,0.30122548,0.10515483
0.051577855,0.016768547,0.04277094,0.019479262,0.19597772,0.13209431,0.20295088,0.23761927
0.21760315,0.33415464,0.15052934,0.22610343,-0.0029110243,-0.0367998,0.17372707,0.051347077
0.10443276,0.17441078,0.14131781,0.17440061,-0.14082052,0.08504246,-0.12069352,0.08276004
-0.053334016,-0.06050906,0.14574951,0.05711215,-0.07149417,0.15954977,-0.15956119,0.08448571
0.0071276333,-0.00011398876,-0.04995186,-0.028299686,0.25970918,0.2004432,0.19580506,0.24300896
0.16397588,0.12049374,0.17848545,0.20753296,0.017576076,-0.0010840669,-0.0617054,0.044178504
0.031836696,-0.005317848,0.024053887,-0.013216194,-0.04976804,-0.032479182,-0.045061063,-0.092047326
0.2976889,0.08805564,0.12458492,-0.081595376,0.20137374,0.20907685,0.23048398,0.15474924
0.17621118,0.053969897,-0.08554564,0.20148288,-0.040840406,0.041129004,-0.009500165,0.017307619
0.0112903025,0.007804678,0.009470995,0.010095656,9.67324e-05,0.0017922857,-0.008554274,-0.002905318
-0.017860297,0.03648455,0.12771058,0.12421232,-0.04965046,0.25850508,0.33018395,0.185238
-0.024827963,-0.046122275,-0.03171298,-0.08848469,0.2605663,0.03627444,0.32665512,0.05188435
-0.061040275,-0.07412303,0.02982339,0.012671337,-0.0057597794,0.14130445,0.14250675,0.055208027
0.083536446,0.055979744,0.07614381,0.10152257,0.033716243,0.08770758,0.21876797,0.14406855
0.15233353,0.19823736,-0.031685635,0.08164593,0.09865673,0.11739496,-0.0658579,-0.14106274
0.24158645,0.12900455,0.22571321,0.151113,0.044808887,-0.1259306,0.048923727,-0.15170835
0.14427234,0.06123363,0.007674083,0.0062175966,0.26956037,0.2242812,0.31086946,0.19459377
0.005294406,0.0045414926,0.0027784705,0.0033007679,-0.0011334408,0.0007992605,-0.0064526787,-0.0032525633
0.117092304,0.20903227,0.16845104,-0.031512175,0.07393239,0.092485815,0.005094469,0.19144273
-0.02851324,0.049054794,0.0564308,0.053879406,0.16186382,0.23955294,0.507676,0.3967846
