accuracy,loss,val_accuracy,val_loss
0.34487178921699524,1.7769306898117065,0.4377003312110901,1.5159857273101807
0.48565706610679626,1.41885244846344,0.5175280570983887,1.3297110795974731
0.5426282286643982,1.2794023752212524,0.563401460647583,1.2200113534927368
0.5873197317123413,1.1737419366836548,0.5986578464508057,1.1297225952148438
0.6155849099159241,1.0948740243911743,0.62109375,1.0773978233337402
0.6355568766593933,1.037901759147644,0.6322115659713745,1.0478007793426514
0.6533253192901611,0.9923018217086792,0.6405248641967773,1.0368748903274536
0.6687900424003601,0.9500117301940918,0.6512419581413269,0.9942299127578735
0.6851963400840759,0.9097110033035278,0.6597555875778198,0.9791190028190613
0.6985176205635071,0.8750305771827698,0.6662660241127014,0.9703168869018555
0.7095752954483032,0.8443118929862976,0.6663661599159241,0.9588655233383179
0.7202523946762085,0.8151402473449707,0.6699719429016113,0.9564077854156494
0.728084921836853,0.7903522849082947,0.6703726053237915,0.9482389688491821
0.7352964878082275,0.7667707204818726,0.6706730723381042,0.9572353959083557
0.7426282167434692,0.7452417016029358,0.6764823794364929,0.9487777948379517
0.7529246807098389,0.7205473780632019,0.684495210647583,0.9325418472290039
0.7612780332565308,0.6967030763626099,0.6877003312110901,0.9251692295074463
0.7689903974533081,0.6742027997970581,0.6893028616905212,0.929560661315918
0.7757612466812134,0.6551322937011719,0.6925080418586731,0.9247506260871887
0.7796474099159241,0.6418562531471252,0.6885015964508057,0.9511726498603821
