accuracy,loss,val_accuracy,val_loss
0.35350561141967773,1.778821587562561,0.44110578298568726,1.5322831869125366
0.4829326868057251,1.438474178314209,0.5047075152397156,1.3696117401123047
0.5380609035491943,1.3013352155685425,0.5547876358032227,1.2418185472488403
0.576482355594635,1.2094975709915161,0.586838960647583,1.1673457622528076
0.6043469309806824,1.131897211074829,0.6104767918586731,1.1041563749313354
0.625861406326294,1.070256233215332,0.6253004670143127,1.0603023767471313
0.6457732319831848,1.0163592100143433,0.6359174847602844,1.0333397388458252
0.6605969667434692,0.9772399067878723,0.6480368375778198,1.0043489933013916
0.6727163195610046,0.942988932132721,0.6500400900840759,1.0052045583724976
0.6852964758872986,0.9093545079231262,0.6524438858032227,0.9977619647979736
0.6955929398536682,0.880494236946106,0.6619591116905212,0.971098780632019
0.7080528736114502,0.8483878374099731,0.6633613705635071,0.9596107602119446
0.7182692289352417,0.8174641132354736,0.6735777258872986,0.9473234415054321
0.7285857200622559,0.7889161705970764,0.6739783883094788,0.9387359619140625
0.7386618852615356,0.7627719044685364,0.6772836446762085,0.9345273971557617
0.7460336685180664,0.7386322617530823,0.6804887652397156,0.9258813261985779
0.7542067170143127,0.7165129780769348,0.6838942170143127,0.917177140712738
0.7609975934028625,0.6957245469093323,0.6861979365348816,0.9069613814353943
0.7673277258872986,0.678318440914154,0.690504789352417,0.8989387154579163
0.7728766202926636,0.6623393297195435,0.6901041865348816,0.913112223148346
