accuracy,loss,val_accuracy,val_loss
0.3387620151042938,1.8151134252548218,0.43108972907066345,1.572034239768982
0.48365384340286255,1.4380676746368408,0.4992988705635071,1.376882553100586
0.5383012890815735,1.3022785186767578,0.5457732081413269,1.261291742324829
0.5742588043212891,1.2092195749282837,0.5832331776618958,1.180991291999817
0.6018229126930237,1.1337488889694214,0.6121794581413269,1.1174771785736084
0.6240384578704834,1.073445439338684,0.6258012652397156,1.0805799961090088
0.6446514129638672,1.0223087072372437,0.6425280570983887,1.0436738729476929
0.6607571840286255,0.9786834120750427,0.6560496687889099,1.0038899183273315
0.6742187738418579,0.9393278956413269,0.6668669581413269,0.9739462733268738
0.6847756505012512,0.9057099223136902,0.6731770634651184,0.9585726857185364
0.6956730484962463,0.8742334842681885,0.6768830418586731,0.9427464008331299
0.7065705060958862,0.8458999395370483,0.6775841116905212,0.9389134049415588
0.7143629789352417,0.8204546570777893,0.6794871687889099,0.9325514435768127
0.7241586446762085,0.7963247299194336,0.6762820482254028,0.9362434148788452
0.7325721383094788,0.7752164602279663,0.6811898946762085,0.9257403612136841
0.7390024065971375,0.754980206489563,0.6849960088729858,0.9272696375846863
0.7478165030479431,0.7307073473930359,0.6876001358032227,0.9238723516464233
0.7535657286643982,0.7116218209266663,0.6878004670143127,0.9283198118209839
0.7596955299377441,0.6941952705383301,0.6891025900840759,0.9240896701812744
0.765464723110199,0.6771618723869324,0.6928085088729858,0.9183890223503113
