accuracy,loss,val_accuracy,val_loss
0.3501201868057251,1.7841882705688477,0.4123597741127014,1.576646327972412
0.48112979531288147,1.4308249950408936,0.5072115659713745,1.3569278717041016
0.5364382863044739,1.2978416681289673,0.5517828464508057,1.251724362373352
0.5781850814819336,1.194398283958435,0.5865384340286255,1.1569067239761353
0.6050680875778198,1.1204826831817627,0.6128805875778198,1.0878958702087402
0.6292267441749573,1.0553885698318481,0.6202924847602844,1.0606662034988403
0.6475961804389954,1.0046758651733398,0.6407251358032227,1.0168323516845703
0.6654847860336304,0.9635204076766968,0.64453125,1.0097800493240356
0.6789262890815735,0.9243063926696777,0.6495392918586731,0.9976020455360413
0.6917467713356018,0.8886371850967407,0.6544471383094788,0.9908720850944519
0.7038061022758484,0.8543910384178162,0.6627604365348816,0.9682008028030396
0.7156850695610046,0.820372998714447,0.6744791865348816,0.9401646852493286
0.7262420058250427,0.7906034588813782,0.6795873641967773,0.922049880027771
0.7361778616905212,0.7657337784767151,0.6821914911270142,0.9169966578483582
0.7449719309806824,0.7434819340705872,0.6795873641967773,0.9368884563446045
0.7506610751152039,0.7265114784240723,0.6776843070983887,0.9357865452766418
0.7576321959495544,0.7057032585144043,0.6800881624221802,0.929546058177948
0.7668669819831848,0.681258499622345,0.6838942170143127,0.9253317713737488
0.7747997045516968,0.6589235663414001,0.6838942170143127,0.9297741651535034
0.7810496687889099,0.6396750807762146,0.6863982081413269,0.9258013963699341
