45,0.2508013,0.24193548
45,0.24619392,0.24495968
45,0.24799679,0.24697581
45,0.24739583,0.24798387
45,0.24619392,0.23487903
50,0.28185096,0.27620968
50,0.27984777,0.28024194
50,0.27764422,0.27520162
50,0.28104967,0.27116936
50,0.28385416,0.27217743
55,0.2596154,0.24697581
55,0.26021636,0.25504032
55,0.26021636,0.24092741
55,0.260617,0.25907257
55,0.25941506,0.2530242
60,0.24138622,0.2328629
60,0.2411859,0.22681452
60,0.23818108,0.23387097
60,0.23998398,0.23084678
60,0.23758014,0.23790322
65,0.29987982,0.28830644
65,0.29927886,0.28830644
65,0.29927886,0.2953629
65,0.29847756,0.2893145
65,0.30048078,0.28729838
70,0.3038862,0.29032257
70,0.30508813,0.2953629
70,0.3054888,0.29133064
70,0.30869392,0.29032257
70,0.30108172,0.28125
75,0.31370193,0.29939517
75,0.3114984,0.30342743
75,0.31550482,0.2983871
75,0.31570512,0.30342743
75,0.31129807,0.30544356
80,0.33293268,0.31754032
80,0.33112982,0.31854838
80,0.3341346,0.32459676
80,0.33613783,0.3205645
80,0.33253205,0.3326613
85,0.3377404,0.33366936
85,0.34234777,0.33467743
85,0.34214744,0.35080644
85,0.33934295,0.32762095
85,0.34014422,0.34173387
