accuracy,accuracy_val,time
0.6368,0.427,2429.6730070114136
0.6352,0.422,2429.054963827133
0.6344,0.425,2431.1486763954163
0.6252,0.423,2427.4163584709167
0.6216,0.417,2427.3170144557953
0.6168,0.427,2428.8753802776337
0.596,0.419,2429.3260231018066
0.5806,0.41,2427.039162635803
0.5598,0.383,2426.4241104125977
0.5368,0.373,2424.6814410686493
