accuracy,accuracy_val,time
0.6328,0.427,2428.2279601097107
0.614,0.428,2428.6344051361084
0.5596,0.388,2432.1981337070465
0.479,0.345,2436.5797922611237
0.398,0.299,2427.8740060329437
0.2668,0.214,2427.5937235355377
0.1832,0.163,2428.7645251750946
0.1636,0.139,2427.023707151413
0.1298,0.133,2426.9391963481903
0.1054,0.086,2434.204689025879
