accuracy,accuracy_val,time
0.6378,0.425,2425.68203830719
0.6284,0.425,2430.8236541748047
0.6142,0.43,2428.4181156158447
0.5802,0.407,2427.5763704776764
0.5374,0.373,2427.7191722393036
0.4788,0.345,2425.7304735183716
0.4326,0.307,2426.3471455574036
0.3694,0.277,2424.606139421463
0.2894,0.232,2425.9677469730377
0.1946,0.161,2425.486328125
