accuracy,accuracy_val,time
0.099,0.098,2211.113703250885
0.099,0.098,2168.357799053192
0.0982,0.097,2147.8005228042603
0.0984,0.096,2147.759845018387
0.0982,0.098,2150.5272421836853
0.0982,0.096,2151.5018033981323
0.0982,0.096,2148.846851825714
0.0982,0.097,2140.787588119507
0.0982,0.097,2148.7024478912354
0.0982,0.097,2141.729003429413
