45,0.23677884,0.24092741
45,0.22776443,0.2328629
45,0.2313702,0.23387097
45,0.22996795,0.23487903
45,0.23056892,0.24596775
50,0.25761217,0.2701613
50,0.25140223,0.2641129
50,0.25240386,0.27419356
50,0.25340545,0.26008064
50,0.25460738,0.25403225
55,0.2469952,0.26310483
55,0.24358974,0.2610887
55,0.2469952,0.2580645
55,0.24819711,0.26008064
55,0.24879807,0.25604838
60,0.25661057,0.2580645
60,0.25560898,0.26612905
60,0.25661057,0.25100806
60,0.2568109,0.2610887
60,0.25841346,0.25705644
65,0.25300482,0.25504032
65,0.25741187,0.25
65,0.25661057,0.26209676
65,0.25360578,0.25403225
65,0.25520834,0.2671371
70,0.25560898,0.2530242
70,0.26582533,0.27520162
70,0.26001602,0.2782258
70,0.2578125,0.2782258
70,0.25661057,0.2671371
75,0.23898236,0.24697581
75,0.2431891,0.25100806
75,0.23858173,0.24395162
75,0.23878205,0.22983871
75,0.2411859,0.24697581
80,0.24799679,0.25504032
80,0.24939904,0.24899194
80,0.2520032,0.25201613
80,0.25040063,0.25504032
80,0.24859776,0.24899194
85,0.26262018,0.27721775
85,0.2666266,0.27520162
85,0.26502404,0.26209676
85,0.26963142,0.25604838
85,0.26141828,0.26310483
