,accuracy,loss,val_accuracy,val_loss,time
0,0.012125000357627869,0.06892247498035431,0.017124999314546585,0.057863425463438034,10.809065580368042
1,0.020024999976158142,0.05538328364491463,0.029249999672174454,0.05504023656249046,7.782351016998291
2,0.03707500174641609,0.054713331162929535,0.05249999836087227,0.05446220934391022,10.301617860794067
3,0.0560000017285347,0.054108649492263794,0.06662499904632568,0.05394642427563667,8.167078495025635
4,0.07370000332593918,0.053667102009058,0.078125,0.053614113479852676,8.216500043869019
5,0.0868000015616417,0.053330134600400925,0.09375,0.053347714245319366,8.261242151260376
6,0.09835000336170197,0.0530979298055172,0.09875000268220901,0.053183771669864655,8.39351749420166
7,0.10672499984502792,0.052840106189250946,0.10700000077486038,0.05295974388718605,8.148057222366333
8,0.11422500014305115,0.052630405873060226,0.11824999749660492,0.05270719528198242,7.808763742446899
9,0.12264999747276306,0.05247404798865318,0.12524999678134918,0.052615609019994736,7.821828842163086
10,0.12962499260902405,0.05236236751079559,0.12537500262260437,0.05263790488243103,8.113265991210938
11,0.13332499563694,0.05226961523294449,0.12737500667572021,0.05264165252447128,7.901552438735962
12,0.13917499780654907,0.052133709192276,0.13875000178813934,0.052359797060489655,7.918038368225098
13,0.14585000276565552,0.05196525156497955,0.13875000178813934,0.05240405350923538,7.9089109897613525
14,0.15142500400543213,0.05181301385164261,0.1577499955892563,0.05199001729488373,10.064669609069824
15,0.15782499313354492,0.05164145678281784,0.16200000047683716,0.05197565257549286,7.631697654724121
16,0.1602499932050705,0.051581379026174545,0.15324999392032623,0.052203219383955,7.6585612297058105
17,0.16404999792575836,0.05151025950908661,0.1588750034570694,0.052051153033971786,8.02563214302063
18,0.16695000231266022,0.05141075327992439,0.1576250046491623,0.05216888338327408,7.88004994392395
19,0.17284999787807465,0.05128808692097664,0.16637499630451202,0.051863957196474075,7.692278861999512
20,0.17730000615119934,0.05117558687925339,0.18037499487400055,0.051571398973464966,7.583068370819092
21,0.18250000476837158,0.05107637867331505,0.18174999952316284,0.05150255188345909,7.720188140869141
22,0.18639999628067017,0.05097990483045578,0.1837500035762787,0.05156301334500313,7.607329845428467
23,0.18597500026226044,0.05097760632634163,0.18187500536441803,0.051670141518116,7.825021505355835
24,0.1864749938249588,0.05095712095499039,0.17675000429153442,0.0519544743001461,7.556351184844971
25,0.18925000727176666,0.05087418854236603,0.18549999594688416,0.05131709948182106,7.2710254192352295
26,0.19607500731945038,0.050729524344205856,0.18837499618530273,0.05140583589673042,7.115719795227051
27,0.19637499749660492,0.050730012357234955,0.1889999955892563,0.051557645201683044,7.508774995803833
28,0.19517500698566437,0.050737179815769196,0.18449999392032623,0.051646094769239426,10.279840230941772
29,0.19677500426769257,0.050706978887319565,0.18587499856948853,0.05156239494681358,7.677687883377075
30,0.19875000417232513,0.05064906179904938,0.1876250058412552,0.051560789346694946,7.545303106307983
31,0.20020000636577606,0.05058664828538895,0.19099999964237213,0.051554664969444275,7.509039402008057
32,0.2032500058412552,0.05053167790174484,0.19437499344348907,0.05152829363942146,7.645732879638672
33,0.2055249959230423,0.05047525838017464,0.19587500393390656,0.05153484269976616,7.374370813369751
34,0.20647500455379486,0.050420861691236496,0.1991250067949295,0.05155887082219124,7.463765382766724
35,0.2098499983549118,0.050350502133369446,0.2018750011920929,0.05154695734381676,7.539536237716675
36,0.2115750014781952,0.050303392112255096,0.20475000143051147,0.05153265222907066,7.5148091316223145
37,0.21437500417232513,0.05025571957230568,0.2056249976158142,0.05149087309837341,7.238030195236206
38,0.2150000035762787,0.050208285450935364,0.2070000022649765,0.051455751061439514,7.384952545166016
39,0.21854999661445618,0.050153765827417374,0.20987500250339508,0.05153850466012955,7.525572299957275
40,0.2207999974489212,0.050112441182136536,0.210999995470047,0.051516178995370865,7.735295534133911
41,0.22302499413490295,0.05005980283021927,0.2123750001192093,0.05155612900853157,7.478495121002197
42,0.22402499616146088,0.05002521723508835,0.21549999713897705,0.051611483097076416,7.348369836807251
43,0.22562499344348907,0.049974385648965836,0.21587499976158142,0.05164609104394913,7.489585876464844
44,0.22762499749660492,0.04993294179439545,0.2188750058412552,0.05161736533045769,7.700556516647339
45,0.22955000400543213,0.04989023134112358,0.21850000321865082,0.05166347324848175,7.638476848602295
46,0.2305999994277954,0.04984970763325691,0.22037500143051147,0.05169039964675903,7.9910008907318115
47,0.23297500610351562,0.049780502915382385,0.22462500631809235,0.051764439791440964,7.872682809829712
48,0.2342499941587448,0.04974871873855591,0.22437499463558197,0.05172952264547348,10.47411060333252
49,0.2345999926328659,0.04972998797893524,0.2240000069141388,0.051787473261356354,8.031925916671753
50,0.2363249957561493,0.049692872911691666,0.2252500057220459,0.0518176406621933,8.086772203445435
51,0.23770000040531158,0.049657829105854034,0.22637499868869781,0.05184929445385933,8.284740686416626
52,0.23932500183582306,0.049622196704149246,0.22875000536441803,0.05187645182013512,7.978405237197876
53,0.2398499995470047,0.049589455127716064,0.2278749942779541,0.05201949551701546,7.6102094650268555
54,0.24167500436306,0.04955952614545822,0.2306250035762787,0.051962096244096756,7.8824169635772705
55,0.24287499487400055,0.04952380061149597,0.23212499916553497,0.05199981853365898,7.669164657592773
56,0.2446250021457672,0.0494912713766098,0.23100000619888306,0.05200861766934395,7.636583089828491
57,0.24580000340938568,0.049460697919130325,0.23362499475479126,0.05207275599241257,8.119239091873169
58,0.24582499265670776,0.04942925646901131,0.23262499272823334,0.052118007093667984,7.779635190963745
59,0.24652500450611115,0.049401652067899704,0.23549999296665192,0.05206621065735817,7.792831659317017
60,0.24834999442100525,0.04937393218278885,0.23637500405311584,0.0522160567343235,7.845229625701904
61,0.24952499568462372,0.04934494197368622,0.23499999940395355,0.05219101533293724,7.266059875488281
62,0.24957500398159027,0.04932021722197533,0.2370000034570694,0.0522339902818203,7.2234344482421875
63,0.25005000829696655,0.04929554462432861,0.23725000023841858,0.052350837737321854,7.292711973190308
64,0.2515999972820282,0.04926545172929764,0.23624999821186066,0.052396949380636215,7.689137935638428
65,0.2525250017642975,0.049239955842494965,0.2371249943971634,0.05242113023996353,7.50743556022644
66,0.2531999945640564,0.04921615123748779,0.23725000023841858,0.05248677358031273,8.05716872215271
67,0.25372499227523804,0.04919449985027313,0.23899999260902405,0.052535392343997955,7.662763357162476
68,0.25475001335144043,0.049172598868608475,0.23987500369548798,0.052635375410318375,7.976268291473389
69,0.2558499872684479,0.04914982616901398,0.23912499845027924,0.052811652421951294,9.990768432617188
70,0.25589999556541443,0.04912460595369339,0.2397499978542328,0.053039830178022385,7.848656415939331
71,0.25679999589920044,0.04910137504339218,0.23849999904632568,0.053089406341314316,7.927153587341309
72,0.257625013589859,0.04908221587538719,0.2395000010728836,0.053119756281375885,8.251750946044922
73,0.2582249939441681,0.04906194657087326,0.23862500488758087,0.05321553349494934,8.083251714706421
74,0.259550005197525,0.0490371398627758,0.23937499523162842,0.05334967374801636,8.019235134124756
75,0.259550005197525,0.04901916906237602,0.23887500166893005,0.05334728956222534,8.161511182785034
76,0.26034998893737793,0.048997003585100174,0.2408750057220459,0.053475745022296906,7.7472083568573
77,0.26102501153945923,0.048979245126247406,0.2407499998807907,0.05355111509561539,8.237528562545776
78,0.2615000009536743,0.04896413907408714,0.24300000071525574,0.0536097027361393,8.270291090011597
79,0.2623000144958496,0.04894191026687622,0.2408750057220459,0.053761422634124756,8.131475925445557
80,0.2623249888420105,0.048924729228019714,0.24050000309944153,0.053870316594839096,8.1517493724823
81,0.2624500095844269,0.048906199634075165,0.24062499403953552,0.054011885076761246,8.395283937454224
82,0.26317501068115234,0.04888695105910301,0.24187499284744263,0.05400756001472473,8.375296592712402
83,0.26337501406669617,0.04886746034026146,0.23987500369548798,0.05407503619790077,7.451661586761475
84,0.26475000381469727,0.048849985003471375,0.2397499978542328,0.054122455418109894,7.804906845092773
85,0.26477500796318054,0.048834118992090225,0.24037499725818634,0.05423172563314438,7.4269678592681885
86,0.26524999737739563,0.04881494492292404,0.2395000010728836,0.0541202574968338,7.439866542816162
87,0.26684999465942383,0.048796311020851135,0.23925000429153442,0.054199591279029846,7.790884733200073
88,0.2670750021934509,0.04878033325076103,0.2395000010728836,0.05415525287389755,7.6151957511901855
89,0.2674750089645386,0.048760782927274704,0.23874999582767487,0.05427303910255432,7.49430251121521
90,0.2680000066757202,0.04874606803059578,0.23912499845027924,0.05418292433023453,7.605378150939941
91,0.27015000581741333,0.048722438514232635,0.24050000309944153,0.054165903478860855,7.644228219985962
92,0.2698749899864197,0.04871222749352455,0.24050000309944153,0.0542789027094841,7.426597595214844
93,0.2694000005722046,0.04869542643427849,0.24062499403953552,0.05430350825190544,7.360105276107788
94,0.2714749872684479,0.04868651181459427,0.2407499998807907,0.054268497973680496,7.4768407344818115
95,0.271450012922287,0.04866868257522583,0.23987500369548798,0.05431726574897766,7.315841913223267
