accuracy,accuracy_val,time
0.45,0.407,0
0.4642,0.403,2477.37792801857
0.452,0.399,2470.1942043304443
0.4382,0.388,2468.748927116394
0.4234,0.379,2472.3597836494446
0.4062,0.367,2470.583278656006
0.3864,0.343,2470.72847533226
0.3592,0.322,2471.1502635478973
0.3406,0.304,2471.4781851768494
0.3184,0.273,2471.0352137088776
0.3018,0.262,2478.1433980464935
