0.15625,0.117188,0,0.179688,0.171875,0.03125,0.0859375,0.0625,0,0
0.289062,0.0234375,0.09375,0.148438,0.164062,0.148438,0.03125,0.03125,0,0.0859375
0.078125,0.132812,0.03125,0.0546875,0.0546875,0,0,0.015625,0.0078125,0.179688
0.078125,0.0703125,0,0.148438,0.0625,0.0859375,0.046875,0.0234375,0,0
0.257812,0.078125,0.210938,0.0234375,0.101562,0.101562,0,0.0546875,0.0390625,0.25
0.0390625,0.0234375,0.0859375,0.046875,0.0546875,0.0390625,0.046875,0.0625,0.046875,0.0546875
0.09375,0.0078125,0.03125,0.0703125,0.0703125,0.03125,0.0390625,0.0390625,0,0.0078125
0.234375,0,0,0.1875,0.0703125,0.0390625,0,0,0,0.0390625
0.03125,0,0.0078125,0.0703125,0.0625,0,0,0,0,0.0625
0.09375,0.0078125,0.140625,0.3125,0.0703125,0.0390625,0.1875,0.03125,0,0.21875
0.046875,0,0,0.0546875,0.0078125,0,0,0,0,0.0625
0.0390625,0,0,0.046875,0.015625,0.0078125,0.0078125,0,0,0
0.0078125,0,0.0234375,0.0078125,0,0,0,0,0,0.03125
0.0234375,0.0703125,0.0078125,0.015625,0.0078125,0,0.0078125,0,0,0.046875
0.09375,0,0.0234375,0.0703125,0.0546875,0.0234375,0.0078125,0,0,0.046875
0.0390625,0.0078125,0.171875,0.0625,0,0,0.0078125,0,0,0.265625
0.140625,0.0703125,0,0.1875,0.125,0,0.078125,0.046875,0,0
0.015625,0.03125,0,0.046875,0.03125,0,0,0,0,0.046875
0.0078125,0.0703125,0.0625,0.265625,0.125,0.03125,0.148438,0.0234375,0,0.140625
0.0703125,0.0390625,0.0859375,0.0390625,0.046875,0.0703125,0.0625,0.0703125,0.0703125,0.0625
0.078125,0.078125,0.0546875,0.125,0.046875,0.0078125,0.078125,0.0234375,0.015625,0.0546875
0.101562,0,0.1875,0.15625,0,0,0,0.125,0,0.359375
0.101562,0.0703125,0.015625,0.117188,0.109375,0.109375,0.0078125,0.03125,0,0.078125
0.015625,0.0078125,0.0078125,0.0234375,0,0,0.015625,0,0,0.0234375
0.0625,0.109375,0.0078125,0.046875,0.046875,0.046875,0,0.0234375,0.015625,0.078125
0.046875,0.109375,0,0.0390625,0.078125,0.0234375,0.015625,0,0.015625,0.015625
0.03125,0.0703125,0,0.015625,0.015625,0,0.0078125,0,0,0.0625
0.0390625,0,0,0.0703125,0.0234375,0,0.015625,0,0,0
0.0546875,0,0.109375,0.140625,0.0234375,0.015625,0.09375,0,0,0.0703125
0.046875,0,0.03125,0.09375,0.0625,0.0078125,0,0,0,0.0859375
0.0078125,0,0.0078125,0.117188,0.09375,0.0078125,0.0546875,0.0625,0,0.0546875
0.0625,0.03125,0.03125,0.0546875,0.03125,0.0390625,0.015625,0,0.015625,0.046875
