7.964148186147212982e-03,1.052217651158571243e-02,9.286577813327312469e-03,9.888052009046077728e-03,1.139037497341632843e-02,-6.307021249085664749e-03,3.273266553878784180e-02,6.001140549778938293e-02,1.255310140550136566e-02,-2.377403434365987778e-03,9.684695862233638763e-03,3.519359976053237915e-03,3.868807805702090263e-03,3.919458016753196716e-03,3.921568393707275391e-03,3.921568859368562698e-03
2.916167676448822021e-01,2.062014304101467133e-02,9.953981265425682068e-03,1.438080333173274994e-02,6.112836301326751709e-02,3.752010464668273926e-01,5.682522654533386230e-01,4.766981303691864014e-01,3.822797834873199463e-01,1.928887069225311279e-01,1.182676199823617935e-02,5.423603579401969910e-03,1.899422612041234970e-03,3.911606501787900925e-03,3.921568393707275391e-03,3.921567928045988083e-03
9.069001078605651855e-01,1.080420762300491333e-01,2.871255017817020416e-02,1.695337705314159393e-02,3.771086335182189941e-01,4.768463969230651855e-01,6.315104961395263672e-01,6.748551726341247559e-01,6.442791819572448730e-01,4.112098813056945801e-01,2.196141034364700317e-01,1.577404886484146118e-02,1.077003777027130127e-02,3.452395554631948471e-03,3.921568393707275391e-03,3.921567928045988083e-03
8.802480101585388184e-01,8.756194710731506348e-01,3.260080888867378235e-02,2.127910852432250977e-01,5.243234038352966309e-01,4.538860619068145752e-01,5.475680232048034668e-01,6.373878717422485352e-01,6.804311871528625488e-01,4.946927130222320557e-01,2.908065319061279297e-01,1.621112376451492310e-01,7.301917299628257751e-03,3.529278095811605453e-03,3.919222392141819000e-03,3.921567928045988083e-03
8.915602564811706543e-01,8.743195533752441406e-01,8.038097023963928223e-01,4.117751419544219971e-01,5.302215218544006348e-01,4.984286427497863770e-01,3.799883723258972168e-01,5.651453733444213867e-01,5.020004510879516602e-01,3.609054684638977051e-01,3.064164519309997559e-01,2.226154208183288574e-01,6.358070671558380127e-02,4.424187354743480682e-03,4.193394910544157028e-03,3.856431227177381516e-03
8.931403756141662598e-01,8.742464184761047363e-01,8.608769178390502930e-01,4.001642465591430664e-01,3.994981646537780762e-01,4.856901764869689941e-01,2.950118184089660645e-01,3.896673917770385742e-01,3.098087012767791748e-01,3.042701184749603271e-01,2.728698849678039551e-01,2.278566807508468628e-01,1.438843011856079102e-01,-2.215613843873143196e-03,2.550189383327960968e-03,4.214684944599866867e-03
8.948066830635070801e-01,8.750159740447998047e-01,7.858759164810180664e-01,4.133678376674652100e-01,3.547188043594360352e-01,2.555416226387023926e-01,3.196454644203186035e-01,1.924668997526168823e-01,2.337115257978439331e-01,2.744589447975158691e-01,2.740874886512756348e-01,2.533016204833984375e-01,1.568992882966995239e-01,4.407418426126241684e-03,4.384428262710571289e-03,3.933293279260396957e-03
9.036996960639953613e-01,8.829480409622192383e-01,8.180117011070251465e-01,5.729863643646240234e-01,6.104463338851928711e-01,4.746804833412170410e-01,3.518017232418060303e-01,1.860941350460052490e-01,2.103058993816375732e-01,4.254511892795562744e-01,5.688116550445556641e-01,2.881554365158081055e-01,1.720910221338272095e-01,1.795161142945289612e-02,5.482620559632778168e-03,3.856431227177381516e-03
9.063762426376342773e-01,8.862074613571166992e-01,8.307619690895080566e-01,5.647832751274108887e-01,6.212758421897888184e-01,6.479391455650329590e-01,3.895916640758514404e-01,1.936209648847579956e-01,2.207393199205398560e-01,4.230985641479492188e-01,6.153661012649536133e-01,2.831392288208007812e-01,1.840042322874069214e-01,2.494524233043193817e-02,3.455377882346510887e-03,4.214684944599866867e-03
9.090983867645263672e-01,8.754297494888305664e-01,8.288975954055786133e-01,5.411077737808227539e-01,6.253308057785034180e-01,5.379597544670104980e-01,3.435740768909454346e-01,2.325480729341506958e-01,2.277885526418685913e-01,2.685911059379577637e-01,2.583634555339813232e-01,2.532497346401214600e-01,1.860734671354293823e-01,1.611166447401046753e-02,5.353932268917560577e-03,3.933293279260396957e-03
9.618057608604431152e-01,8.645844459533691406e-01,7.931757569313049316e-01,6.178650259971618652e-01,5.860971808433532715e-01,4.847832918167114258e-01,3.636170923709869385e-01,3.930381536483764648e-01,2.956517934799194336e-01,2.789763510227203369e-01,2.616853117942810059e-01,2.446125894784927368e-01,1.853726506233215332e-01,2.868230454623699188e-03,4.513116553425788879e-03,3.921567928045988083e-03
9.985770583152770996e-01,9.271756410598754883e-01,7.310522794723510742e-01,6.072812080383300781e-01,5.875397920608520508e-01,5.086446404457092285e-01,4.118627607822418213e-01,3.937222659587860107e-01,4.346855878829956055e-01,3.127747774124145508e-01,2.841678857803344727e-01,2.619985044002532959e-01,1.546819657087326050e-01,3.818641707766801119e-04,3.341631963849067688e-03,3.921567928045988083e-03
9.948374032974243164e-01,9.931239485740661621e-01,8.677145242691040039e-01,4.201688766479492188e-01,6.163050532341003418e-01,5.027554035186767578e-01,4.657086431980133057e-01,3.999930620193481445e-01,4.121552109718322754e-01,4.195476472377777100e-01,3.406165242195129395e-01,2.974657118320465088e-01,5.554907396435737610e-02,1.064624264836311340e-02,3.391092177480459213e-03,3.931182436645030975e-03
9.962061047554016113e-01,9.835391044616699219e-01,9.738205671310424805e-01,7.543889880180358887e-01,2.662008702754974365e-01,5.300576090812683105e-01,4.592269361019134521e-01,4.374900460243225098e-01,4.058909416198730469e-01,3.873772621154785156e-01,3.750404119491577148e-01,2.758291363716125488e-01,-4.571526311337947845e-03,7.097099442034959793e-03,1.259081065654754639e-03,4.118125885725021362e-03
9.821329712867736816e-01,9.749631881713867188e-01,9.728293418884277344e-01,9.315732121467590332e-01,6.909298896789550781e-01,2.772765159606933594e-01,4.047227203845977783e-01,3.811482489109039307e-01,3.690723478794097900e-01,3.635768592357635498e-01,5.163891911506652832e-01,5.606281757354736328e-01,-1.211189315654337406e-03,2.467630431056022644e-03,-2.426661376375705004e-05,4.305069800466299057e-03
9.547646641731262207e-01,9.475246667861938477e-01,9.428837299346923828e-01,9.281256794929504395e-01,8.431643247604370117e-01,6.966048479080200195e-01,5.461180806159973145e-01,4.644486606121063232e-01,3.704380691051483154e-01,5.339686274528503418e-01,6.325852870941162109e-01,6.347306966781616211e-01,4.779205322265625000e-01,6.210981868207454681e-03,1.786317297955974936e-04,4.314684309065341949e-03
