4.718921184539794922e-01,5.556153059005737305e-01,6.789669394493103027e-01,6.912685632705688477e-01,6.308928132057189941e-01,6.315043568611145020e-01,5.464824438095092773e-01,4.198269546031951904e-01,2.940117120742797852e-01,1.810361146926879883e-01,2.229124605655670166e-01,1.805049777030944824e-01,2.806226909160614014e-01,2.269946783781051636e-01,4.113189280033111572e-01,9.210269451141357422e-01
5.248599648475646973e-01,5.430889129638671875e-01,4.337638318538665771e-01,5.551111698150634766e-01,5.163607001304626465e-01,5.134801268577575684e-01,4.772863090038299561e-01,4.433735907077789307e-01,3.996394872665405273e-01,2.646806538105010986e-01,1.504087597131729126e-01,3.147742748260498047e-01,3.171969056129455566e-01,4.933724105358123779e-01,9.655801653861999512e-01,9.535481333732604980e-01
6.041274666786193848e-01,5.298554897308349609e-01,4.289013743400573730e-01,4.768963158130645752e-01,4.415984451770782471e-01,4.319709837436676025e-01,5.941382050514221191e-01,4.494650959968566895e-01,3.358123600482940674e-01,2.194440960884094238e-01,3.269098401069641113e-01,2.925917804241180420e-01,5.051431059837341309e-01,9.512274265289306641e-01,9.456466436386108398e-01,9.691623449325561523e-01
3.541671633720397949e-01,3.833254873752593994e-01,4.786131680011749268e-01,4.967469871044158936e-01,5.073276162147521973e-01,3.999438583850860596e-01,4.498464763164520264e-01,4.215292036533355713e-01,4.350587725639343262e-01,2.530797123908996582e-01,2.003716081380844116e-01,2.274574041366577148e-01,9.225119352340698242e-01,9.534211158752441406e-01,9.666786193847656250e-01,9.630967378616333008e-01
4.647101163864135742e-01,4.069381058216094971e-01,4.046888649463653564e-01,3.552374541759490967e-01,4.589031636714935303e-01,4.736574888229370117e-01,6.100586652755737305e-01,4.347611367702484131e-01,4.957201182842254639e-01,4.726452231407165527e-01,5.149195790290832520e-01,2.584235072135925293e-01,9.862719774246215820e-01,9.721654057502746582e-01,9.621506333351135254e-01,9.310713410377502441e-01
4.021424949169158936e-01,2.979648113250732422e-01,3.199927210807800293e-01,1.408140957355499268e-01,1.782080233097076416e-01,6.229490041732788086e-01,4.854525625705718994e-01,5.565156936645507812e-01,3.428990542888641357e-01,2.901806533336639404e-01,5.037373900413513184e-01,3.633033931255340576e-01,9.986904859542846680e-01,9.751367568969726562e-01,9.659696817398071289e-01,9.401787519454956055e-01
4.085887968540191650e-01,3.028811216354370117e-01,3.058596253395080566e-01,7.771852612495422363e-02,3.692290484905242920e-01,4.987725242972373962e-02,4.219587147235870361e-01,4.351325929164886475e-01,1.271933168172836304e-01,3.039372861385345459e-01,5.185555815696716309e-01,4.446096718311309814e-01,9.919170737266540527e-01,9.611796736717224121e-01,9.716346859931945801e-01,9.470347762107849121e-01
4.868638515472412109e-01,3.651762604713439941e-01,5.039439201354980469e-01,3.815547823905944824e-01,1.868166029453277588e-01,2.814006805419921875e-01,1.040364801883697510e-01,1.630657315254211426e-01,1.246850192546844482e-01,2.548444569110870361e-01,3.837473690509796143e-01,7.108560204505920410e-01,9.658573269844055176e-01,9.531726241111755371e-01,9.494951963424682617e-01,9.590535759925842285e-01
4.076421558856964111e-01,4.444087743759155273e-01,3.889414370059967041e-01,4.429492354393005371e-01,5.621334537863731384e-02,4.378982484340667725e-01,3.261488303542137146e-02,1.114413812756538391e-01,1.224732100963592529e-01,7.285794019699096680e-01,2.900560796260833740e-01,1.002199411392211914e+00,9.525796175003051758e-01,9.620707631111145020e-01,9.463285803794860840e-01,9.498349428176879883e-01
2.408590316772460938e-01,6.636129617691040039e-01,3.661586344242095947e-01,6.009678244590759277e-01,4.128583967685699463e-01,2.367334961891174316e-01,3.504855632781982422e-01,1.485302597284317017e-01,1.089513748884201050e-01,8.410089015960693359e-01,1.706499755382537842e-01,9.411374926567077637e-01,9.509021639823913574e-01,9.737424850463867188e-01,9.731586575508117676e-01,9.662048816680908203e-01
