0.12683916,-0.038076244,-0.11072928,0.09947092
0.06627233,0.112504385,0.06081006,0.1117567
0.14012945,-0.1920878,-0.022028927,-0.038635958
-0.050629813,-0.15828273,0.086501405,0.17680497
0.05433992,-0.06422673,-0.058551256,0.15094744
0.030634947,-0.11744411,0.17540371,-0.037559457
-0.083344564,-0.12487487,0.12950794,-0.02128336
0.036278196,-0.07809101,-0.1721585,0.1524126
-0.051186867,0.13848153,0.0412032,-0.092372194
-0.06310958,0.07682232,-0.019080399,0.16419652
-0.08069616,-0.17781489,-0.077849,0.0064035417
0.04226246,-0.01242114,-0.1412617,-0.13898142
0.0637953,-0.0011813922,0.065061785,-0.018632337
-0.09401224,-0.01640305,-0.17429559,0.08505935
-0.117818944,-0.03380982,-0.15716217,0.08088818
-0.114600256,0.1322991,-0.043979697,0.11038898
0.064911194,-0.15228759,0.07868317,-0.007911161
0.19139883,0.043880727,0.026083149,-0.0065595005
-0.05203025,0.017930768,-0.14850152,0.12521753
0.06130508,0.07189441,0.115584195,0.06989559
0.13169068,-0.1486868,-0.14949366,0.10500925
-0.10249576,-0.091292225,0.17011487,-0.17429781
-0.12490257,0.13109055,-0.056469053,-0.1199736
-0.15544836,-0.18902183,-0.03105489,-0.047598433
-0.1882444,-0.09778126,-0.1385415,0.0039150524
0.15536433,0.039225984,-0.09934498,-0.11603372
-0.1835442,-0.09530022,-0.14573118,0.00077649235
0.031246228,0.18121885,0.058845248,-0.05895025
0.08883371,0.09997999,0.13723414,0.08796622
-0.18668436,-0.08472804,0.054440346,0.17801255
0.048871607,-0.012796908,-0.17373012,-0.008936122
-0.16958845,-0.00038317192,-0.13031636,-0.18479228
-0.14459969,0.117809616,-0.17682748,0.010081803
0.12694894,0.14562215,0.030209389,0.10740275
-0.102617785,-0.07488726,-0.14520419,-0.036057144
0.060508613,-0.13304749,0.10614303,-0.10139487
-0.0064445985,-0.18034108,-0.009213365,-0.10850365
0.0027922087,0.0031305198,0.006065219,-0.0027115927
0.18602796,0.12234973,-0.044304904,-0.090115294
0.1877623,0.043059845,0.086842716,-0.083385386
